rank,words,speech,freqency,dispersion
15712,brewery,n,687,0.89
15713,pelt,v,662,0.92 F
15714,inferiority,n,698,0.87 A
15715,musket,n,737,0.83 F
15716,laureate,n,657,0.93
15717,bubbly,j,672,0.91 M
15718,self-evident,j,681,0.89 A
15719,puck,n,699,0.87 N
15720,cleat,n,718,0.85 M
15721,woodwork,n,661,0.92
15722,disservice,n,652,0.93
15723,pueblo,n,727,0.84 A
15724,peppermint,n,698,0.87 M
15725,eight-year-old,j,660,0.92
15726,additive,j,697,0.87 A
15727,greased,j,731,0.83 M
15728,anguished,j,651,0.94
15729,droop,v,710,0.86 F
15730,unzip,v,716,0.85 F
15731,goalie,n,711,0.86 N
15732,middle-income,j,667,0.91
15733,tome,n,650,0.94
15734,side-by-side,r,662,0.92
15735,outlandish,j,645,0.94
15736,satanic,j,684,0.89
15737,coed,j,694,0.88
15738,invocation,n,690,0.88 A
15739,craftsmanship,n,683,0.89 M
15740,objectionable,j,656,0.93 A
15741,scotch,n,718,0.85 F
15742,blazing,j,666,0.91 F
15743,skipper,n,682,0.89
15744,Caucasian,n,688,0.88 A
15745,avant-garde,n,725,0.84 A
15746,scalpel,n,725,0.84
15747,paraphernalia,n,645,0.94
15748,underclass,n,697,0.87
15749,blacken,v,658,0.92 F
15750,sterling,n,668,0.91 M
15751,rye,n,660,0.92
15752,belt,v,662,0.92 F
15753,acceptability,n,791,0.77 A
15754,accolade [PL],n,651,0.93
15755,bogey,n,711,0.85 N
15756,hushed,j,682,0.89 F
15757,incubator,n,682,0.89
15758,recast,v,663,0.91 A
15759,poodle,n,677,0.90 F
15760,twine,n,678,0.89
15761,potion,n,672,0.90 F
15762,hoot,v,697,0.87 F
15763,poacher,n,694,0.87
15764,airman,n,673,0.90
15765,subsume,v,717,0.85 A
15766,lucid,j,669,0.91
15767,meteorologist,n,687,0.88
15768,drafting,n,656,0.92 A
15769,stay-at-home,j,684,0.89 M
15770,tic,n,687,0.88
15771,sorority,n,666,0.91
15772,forthright,j,641,0.94
15773,fleck,n,688,0.88 F
15774,louse,n,699,0.87
15775,exponentially,r,653,0.93
15776,refuel,v,657,0.92
15777,raincoat,n,701,0.86 F
15778,underage,j,669,0.90
15779,scrapbook,n,670,0.90
15780,varnish,n,718,0.84 M
15781,retrain,v,656,0.92
15782,consumerism,n,673,0.90 A
15783,maiden,n,683,0.89 F
15784,prey,v,644,0.94
15785,outlying,j,645,0.94
15786,sadistic,j,666,0.91
15787,condensed,j,667,0.91 A
15788,wart,n,674,0.90 M
15789,bingo,n,678,0.89
15790,arch,j,663,0.91
15791,matching,n,676,0.89 A
15792,wryly,r,672,0.90 F
15793,query,v,663,0.91 A
15794,devaluation,n,696,0.87 A
15795,philanthropic,j,661,0.91
15796,homophobia,n,721,0.84 A
15797,directional,j,690,0.87 A
15798,earnestly,r,662,0.91 F
15799,scum,n,664,0.91 F
15800,annexation,n,710,0.85 N
15801,moisturizer,n,761,0.79 M
15802,moron,n,687,0.88 F
15803,uptown,r,658,0.92
15804,charged,j,657,0.92
15805,heinous,j,649,0.93
15806,insulated,j,675,0.89 M
15807,roach,n,698,0.86 F
15808,slider,n,676,0.89
15809,saver,n,672,0.90 M
15810,depreciation,n,707,0.85 A
15811,jerky,j,667,0.90 F
15812,cast-iron,j,663,0.91 M
15813,Scot,n,739,0.82
15814,spurn,v,699,0.86
15815,unwarranted,j,648,0.93
15816,acquittal,n,681,0.88
15817,lyric,j,697,0.86 A
15818,predetermined,j,690,0.87 A
15819,transformative,j,697,0.86 A
15820,pander,v,657,0.92
15821,motivator,n,658,0.91 A
15822,wistful,j,656,0.92 F
15823,turnip,n,703,0.86
15824,entomologist,n,721,0.83 A
15825,boater,n,743,0.81 M
15826,filth,n,664,0.91 F
15827,avenge,v,646,0.93
15828,unfurl,v,658,0.91 F
15829,autistic,j,672,0.89
15830,slimy,j,669,0.90 F
15831,slat,n,692,0.87 F
15832,anarchist,n,702,0.86
15833,pulsar,n,759,0.79 M A
15834,freak,j,661,0.91
15835,pissed,j,726,0.83 F
15836,retriever,n,661,0.91
15837,interrogator,n,700,0.86
15838,locust,n,702,0.86 F
15839,strikeout,n,741,0.81 N
15840,breakout,n,685,0.88 M
15841,panoramic,j,651,0.92
15842,scavenger,n,659,0.91
15843,mottled,j,670,0.90 F
15844,condensation,n,676,0.89 M
15845,grasshopper,n,684,0.88
15846,tonal,j,677,0.89 A
15847,tongs [PL],n,667,0.90
15848,sacramental,j,746,0.8 A
15849,mousse,n,671,0.89 N
15850,perfectionism,n,883,0.68 A
15851,kindly,j,657,0.91 F
15852,unforeseen,j,637,0.94
15853,redistribute,v,654,0.92 A
15854,suction,n,660,0.91
15855,overarching,j,688,0.87 A
15856,ordination,n,729,0.82 M
15857,edict,n,643,0.93
15858,queasy,j,661,0.91 F
15859,masturbation,n,703,0.85
15860,corny,j,648,0.92
15861,crux,n,640,0.94
15862,serotonin,n,732,0.82 M
15863,meet,n,660,0.91 N
15864,newborn,n,668,0.90 M
15865,hard-pressed,j,645,0.93
15866,fissure,n,652,0.92 F
15867,tortured,j,643,0.93
15868,winnings [PL],n,740,0.81 N
15869,impervious,j,648,0.92
15870,humanism,n,737,0.81 A
15871,libel,n,669,0.89
15872,confidant,n,647,0.92
15873,treetop,n,667,0.90 F
15874,enticing,j,649,0.92
15875,clergyman,n,653,0.92
15876,huddle,n,656,0.91
15877,molestation,n,706,0.85 S
15878,bluegrass,n,679,0.88 N
15879,gurney,n,682,0.88 F
15880,disillusion,v,636,0.94
15881,slaying,n,714,0.84 N
15882,defiantly,r,656,0.91 F
15883,grounding,n,655,0.91 A
15884,sworn,j,669,0.89
15885,exhort,v,646,0.92
15886,forwards,r,655,0.91 N
15887,picker,n,682,0.88
15888,buoyant,j,639,0.93
15889,enliven,v,649,0.92
15890,alfalfa,n,677,0.88
15891,ill,r,635,0.94
15892,acupuncture,n,715,0.83 M
15893,converter,n,676,0.88
15894,deferred,j,651,0.92
15895,lovable,j,644,0.93
15896,welding,n,665,0.90
15897,expertly,r,657,0.91 F
15898,drunk,n,657,0.91 F
15899,whomever,p,635,0.94
15900,isotope,n,688,0.87 A
15901,air-conditioned,j,649,0.92
15902,evaporation,n,684,0.87 A
15903,catering,n,653,0.91 N
15904,terra-cotta,n,680,0.88
15905,teacher-librarian,n,1105,0.54 A
15906,underpin,v,685,0.87 A
15907,cologne,n,663,0.90 F
15908,deformity,n,695,0.86 A
15909,graciously,r,646,0.92
15910,Quaker,j,661,0.90
15911,perfectionist,n,661,0.90
15912,noxious,j,652,0.91
15913,pivot,n,680,0.88 M
15914,dispersal,n,711,0.84 A
15915,Siberian,j,654,0.91 M
15916,aerosol,n,655,0.91 A
15917,morbidity,n,756,0.79 A
15918,shaking,n,661,0.90 F
15919,gnarled,j,675,0.88 F
15920,encroach,v,634,0.94
15921,pursuant,i,700,0.85 A
15922,atrium,n,661,0.90
15923,perceptive,j,648,0.92
15924,in-service,j,753,0.79 A
15925,legalization,n,668,0.89 A
15926,cyst,n,742,0.8 A
15927,detectable,j,652,0.91 A
15928,righteousness,n,648,0.92
15929,bicycle,v,656,0.90 M
15930,ethereal,j,645,0.92
15931,three-time,j,696,0.85 N
15932,swine,n,798,0.74
15933,contrive,v,640,0.93
15934,peacock,n,655,0.91 F
15935,phrasing,n,651,0.91 A
15936,intolerant,j,648,0.92
15937,pomegranate,n,695,0.85 M
15938,intrepid,j,648,0.91
15939,skyward,r,653,0.91 F
15940,blatantly,r,625,0.95
15941,laurel,n,644,0.92
15942,mid-afternoon,n,646,0.92
15943,English-language,j,657,0.90
15944,abet,v,629,0.94
15945,warplane,n,728,0.81 N
15946,condescending,j,634,0.93
15947,swish,v,697,0.85 F
15948,awning,n,667,0.89 F
15949,entanglement,n,649,0.91 A
15950,justifiable,j,655,0.90 A
15951,acorn,n,692,0.86 M
15952,APR,n,719,0.82 A
15953,cottonwood,n,669,0.88
15954,childless,j,646,0.92
15955,interim,n,632,0.94
15956,scandalous,j,627,0.94
15957,perplex,v,634,0.93
15958,urchin,n,776,0.76 A
15959,run-up,n,653,0.91
15960,grisly,j,635,0.93
15961,paparazzi,n,710,0.83 S
15962,stockbroker,n,647,0.91
15963,gingerbread,n,661,0.89
15964,ineligible,j,657,0.90 N
15965,hypnosis,n,809,0.73 M
15966,dropping,n,641,0.92
15967,garland,n,655,0.90
15968,envious,j,635,0.93
15969,blockage,n,652,0.91 M
15970,schematic,j,678,0.87 A
15971,vaccinate,v,715,0.83 S
15972,lentils [PL],n,682,0.87 M
15973,Briton,n,672,0.88
15974,braided,j,657,0.90 F
15975,censure,n,1019,0.58 S
15976,cultured,j,634,0.93
15977,smirk,n,678,0.87 F
15978,musty,j,668,0.88 F
15979,resounding,j,624,0.95
15980,Audubon,n,677,0.87
15981,predation,n,726,0.81 A
15982,neoliberal,j,821,0.72 A
15983,hopper,n,697,0.85 F
15984,starship,n,739,0.8 F
15985,Yoruba,j,753,0.78 A
15986,pronunciation,n,638,0.92
15987,phantom,j,644,0.92 F
15988,humanist,j,748,0.79 A
15989,institutionalized,j,701,0.84 A
15990,melanoma,n,712,0.83 M
15991,grimy,j,664,0.89 F
15992,toenail,n,654,0.90 F
15993,ICU,n,840,0.7 A
15994,syllabus,n,747,0.79 A
15995,cynic,n,670,0.88
15996,astonishingly,r,631,0.93
15997,oversize,j,666,0.88 M
15998,thirty-seven,m,645,0.91 F
15999,commemoration,n,675,0.87 A
16000,phobia,n,662,0.89
16001,defunct,j,635,0.93
16002,malaise,n,640,0.92
16003,fussy,j,650,0.91 M
16004,agonize,v,622,0.95
16005,sardine,n,674,0.87
16006,dissenter,n,658,0.89
16007,gaunt,j,680,0.87 F
16008,babble,v,670,0.88 F
16009,parenthesis,n,664,0.89 A
16010,onerous,j,630,0.93
16011,lonesome,j,654,0.90 F
16012,crossword,n,654,0.90
16013,bleach,v,649,0.91 F
16014,mug,v,645,0.91
16015,fisher,n,717,0.82 A
16016,ill-fated,j,631,0.93
16017,drowning,n,635,0.93
16018,nab,v,645,0.91
16019,annihilate,v,631,0.93
16020,indelible,j,622,0.94
16021,nemesis,n,629,0.93
16022,exacting,j,630,0.93
16023,conventionally,r,660,0.89 A
16024,volley,n,647,0.91
16025,created,j,691,0.85 A
16026,insatiable,j,622,0.94
16027,libertarian,n,635,0.92
16028,sternly,r,669,0.88 F
16029,broach,v,623,0.94
16030,nightly,r,653,0.90 N
16031,thirty-one,m,637,0.92
16032,decomposition,n,703,0.83 A
16033,transplantation,n,706,0.83 A
16034,flourishing,j,650,0.90 A
16035,precocious,j,635,0.92
16036,cowardly,j,628,0.93
16037,good-natured,j,636,0.92
16038,spacing,n,656,0.89 A
16039,upstart,n,647,0.91
16040,rugby,n,681,0.86
16041,received,j,651,0.90 A
16042,astounding,j,630,0.93
16043,sleazy,j,635,0.92
16044,boneless,j,671,0.87 M
16045,infiltration,n,667,0.88 A
16046,unscathed,j,624,0.94
16047,empowering,j,651,0.90 A
16048,vigilante,n,644,0.91
16049,eternally,r,627,0.93
16050,violator,n,658,0.89
16051,spout,v,636,0.92
16052,airing,n,642,0.91
16053,ammo,n,652,0.90 M
16054,barge,v,642,0.91 F
16055,giraffe,n,716,0.82
16056,unsettling,j,617,0.95
16057,illustrated,j,640,0.91
16058,bottleneck,n,641,0.91
16059,interagency,j,670,0.87 A
16060,three-story,j,640,0.91
16061,innocently,r,648,0.90 F
16062,purification,n,640,0.91 A
16063,sculpted,j,638,0.92
16064,emancipation,n,669,0.87 A
16065,fortified,j,643,0.91 M
16066,no-nonsense,j,632,0.92
16067,relent,v,635,0.92
16068,impropriety,n,638,0.92
16069,reconfigure,v,643,0.91
16070,squat,j,663,0.88 F
16071,regent,n,687,0.85 N
16072,dumpster,n,665,0.88 F
16073,chloride,n,670,0.87 A
16074,retiring,j,643,0.91 N
16075,demonize,v,642,0.91
16076,four-year-old,j,631,0.92
16077,amplifier,n,678,0.86 A
16078,luster,n,641,0.91
16079,drone,v,655,0.89 F
16080,rambling,j,629,0.93
16081,sap,v,624,0.93
16082,purr,v,673,0.87 F
16083,celebratory,j,621,0.94
16084,azalea,n,677,0.86 M
16085,psychometric,j,749,0.78 A
16086,involuntarily,r,650,0.90 F
16087,purveyor,n,631,0.92
16088,predictability,n,651,0.89 A
16089,mangrove,n,681,0.86
16090,hoe,n,657,0.89
16091,well-to-do,j,620,0.94
16092,one-tenth,m,632,0.92
16093,disobey,v,631,0.92
16094,barter,v,628,0.93
16095,usurp,v,624,0.93
16096,uncompromising,j,625,0.93
16097,life-size,j,631,0.92
16098,busily,r,636,0.91
16099,synchronize,v,642,0.91
16100,iodine,n,784,0.74 M
16101,broiler,n,670,0.87 M
16102,megawatt,n,675,0.86 N
16103,pike,n,656,0.89 M
16104,inexorably,r,625,0.93
16105,communicative,j,733,0.79 A
16106,toughen,v,628,0.93
16107,reliant,j,681,0.85 N
16108,rocket,v,629,0.92
16109,conciliatory,j,624,0.93
16110,breezy,j,641,0.91
16111,placard,n,647,0.90
16112,stainless-steel,j,651,0.89 M
16113,array,v,625,0.93
16114,particulate,n,699,0.83 A
16115,artful,j,627,0.93
16116,fruitless,j,616,0.94
16117,gourd,n,664,0.87
16118,golfing,n,640,0.91
16119,reborn,v,622,0.93
16120,overgrown,j,646,0.90 F
16121,hoot,n,647,0.90 F
16122,re-emerge,v,616,0.94
16123,headway,n,612,0.95
16124,daily,n,672,0.86 N
16125,consign,v,620,0.93
16126,stubby,j,684,0.85 F
16127,proffer,v,630,0.92
16128,twitch,n,652,0.89 F
16129,impotent,j,619,0.94
16130,inhuman,j,634,0.91 F
16131,pre-dawn,j,629,0.92
16132,anoint,v,620,0.93
16133,veil,v,637,0.91
16134,launder,v,621,0.93
16135,jumbo,j,634,0.91
16136,voluminous,j,615,0.94
16137,sky,v,720,0.8 M
16138,inkling,n,611,0.95
16139,perestroika,n,824,0.7
16140,departmental,j,673,0.86 A
16141,bemused,j,640,0.90 F
16142,furor,n,628,0.92 N
16143,thermostat,n,667,0.87 M
16144,ready-made,j,643,0.90
16145,partake,v,619,0.93
16146,steadfast,j,610,0.95
16147,stanza,n,813,0.71 A
16148,telegraph,n,630,0.92
16149,embroil,v,615,0.94
16150,compatriot,n,645,0.90
16151,commons,n,682,0.85 A
16152,bulkhead,n,667,0.87 F
16153,archetypal,j,673,0.86 A
16154,concierge,n,660,0.88
16155,nymph,n,668,0.86 M
16156,qualifier,n,677,0.85 N
16157,siphon,v,619,0.93
16158,spoils [PL],n,621,0.93
16159,scoreboard,n,656,0.88 N
16160,tendril,n,669,0.86 F
16161,rigorously,r,638,0.90 A
16162,subcontractor,n,650,0.89 N
16163,carver,n,702,0.82 A
16164,homogeneity,n,698,0.83 A
16165,terrier,n,634,0.91
16166,close-up,j,624,0.92
16167,altruism,n,658,0.88 A
16168,orphaned,j,611,0.94
16169,unforgiving,j,615,0.94
16170,sabotage,n,621,0.93
16171,reciprocate,v,626,0.92 A
16172,euthanasia,n,723,0.8
16173,cracking,j,632,0.91 F
16174,solicitation,n,627,0.92
16175,ballerina,n,636,0.91
16176,aviator,n,636,0.91
16177,Washington-based,j,651,0.88 N
16178,roofing,n,662,0.87 M
16179,glassy,j,654,0.88 F
16180,encryption,n,673,0.86
16181,scathing,j,613,0.94
16182,malady,n,626,0.92
16183,cardinal,j,625,0.92
16184,soulful,j,642,0.90 M
16185,quandary,n,612,0.94
16186,standardization,n,701,0.82 A
16187,standstill,n,614,0.94
16188,second-floor,j,632,0.91
16189,mightily,r,611,0.94
16190,jiggle,v,655,0.88 F
16191,syntax,n,651,0.88 A
16192,maturation,n,676,0.85 A
16193,thirty-eight,m,627,0.92 F
16194,canteen,n,709,0.81 F
16195,montage,n,642,0.89
16196,epidemiologist,n,635,0.90
16197,strengthening,n,644,0.89 A
16198,lopsided,j,621,0.92
16199,resolutely,r,619,0.93
16200,congenital,j,672,0.85 A
16201,archetype,n,667,0.86 A
16202,abiding,j,610,0.94
16203,nifty,j,641,0.90 M
16204,sensuous,j,620,0.93
16205,stone,v,632,0.91 F
16206,trepidation,n,607,0.94
16207,Cajun,n,698,0.82
16208,dab,n,633,0.91
16209,conspirator,n,639,0.90
16210,US-led,j,663,0.86
16211,hunker,v,629,0.91 F
16212,grease,v,639,0.90 M
16213,morbid,j,619,0.93
16214,handsomely,r,617,0.93
16215,stymie,v,615,0.93
16216,clatter,n,669,0.86 F
16217,hilly,j,624,0.92
16218,inflow,n,659,0.87 A
16219,queue,n,744,0.77 A
16220,profanity,n,712,0.8 N
16221,linguistics,n,680,0.84 A
16222,foolishness,n,643,0.89 F
16223,talker,n,618,0.93
16224,slumber,n,641,0.89 F
16225,kidding,n,630,0.91 S F
16226,grown,j,626,0.91 F
16227,morsel,n,631,0.91
16228,backwater,n,617,0.93
16229,hubris,n,622,0.92
16230,telecom,n,699,0.82 M
16231,hypocrite,n,611,0.93
16232,bazaar,n,616,0.93
16233,gleefully,r,619,0.92
16234,mid-morning,n,621,0.92
16235,consulate,n,633,0.90
16236,self-proclaimed,j,611,0.93
16237,insinuate,v,609,0.94
16238,miscellaneous,j,635,0.90
16239,somewhat,d,627,0.91 S
16240,bottle,v,612,0.93
16241,whaling,n,732,0.78 A
16242,clarinet,n,629,0.91
16243,insignia,n,643,0.89
16244,categorization,n,721,0.79 A
16245,instigate,v,618,0.92 A
16246,minimalist,n,644,0.89 M
16247,sickle,n,637,0.90
16248,altruistic,j,653,0.87 A
16249,undetected,j,605,0.94
16250,bewildering,j,609,0.94
16251,waning,j,609,0.94
16252,fifty-five,m,614,0.93
16253,chairwoman,n,662,0.86 N
16254,brunette,n,656,0.87 F
16255,croon,v,635,0.90 F
16256,buoy,v,614,0.93
16257,Nicaraguan,j,724,0.79 A
16258,fast,v,641,0.89
16259,progressive,n,633,0.90
16260,acoustic,n,648,0.88
16261,cursory,j,614,0.93
16262,severed,j,634,0.90 F
16263,resell,v,630,0.90 N
16264,he/she,p,679,0.84 A
16265,appendage,n,645,0.88
16266,intermittently,r,610,0.93
16267,flush,r,619,0.92
16268,infringement,n,633,0.90 A
16269,circuitry,n,625,0.91
16270,quadrant,n,635,0.90 A
16271,renegotiate,v,624,0.91
16272,surname,n,618,0.92
16273,extraterrestrial,j,646,0.88 M
16274,kangaroo,n,676,0.84
16275,fence,v,612,0.93
16276,enormity,n,597,0.95
16277,re-entry,n,632,0.90
16278,cave,v,608,0.93
16279,essayist,n,640,0.89 S
16280,adamantly,r,597,0.95
16281,slut,n,648,0.88 F
16282,gondola,n,642,0.88
16283,fecal,j,701,0.81 A
16284,unequivocal,j,617,0.92 A
16285,propagation,n,742,0.77 A
16286,decentralization,n,673,0.84 A
16287,concurrently,r,659,0.86 A
16288,self-worth,n,633,0.90 A
16289,wistfully,r,629,0.90 F
16290,lichen,n,697,0.81
16291,sultry,j,628,0.90 M
16292,nugget,n,625,0.91
16293,stereotyping,n,667,0.85 A
16294,ever-present,j,603,0.94
16295,headstone,n,642,0.88 F
16296,testimonial,n,637,0.89
16297,speckled,j,637,0.89 F
16298,cordless,j,652,0.87 M
16299,herald,n,608,0.93
16300,stamped,j,642,0.88
16301,reggae,n,636,0.89
16302,practicing,j,603,0.94
16303,motorized,j,629,0.90 M
16304,disordered,j,669,0.85 A
16305,leeway,n,601,0.94
16306,hairline,n,630,0.90 F
16307,grille,n,634,0.89
16308,reasoned,j,646,0.88 A
16309,Enquirer,n,668,0.85 S
16310,fickle,j,605,0.94
16311,widower,n,615,0.92
16312,bluff,v,610,0.93
16313,computer-generated,j,618,0.92
16314,globular,j,711,0.8 M
16315,foreshadow,v,630,0.90 A
16316,collecting,n,640,0.88
16317,stacked,j,618,0.92
16318,riff,n,698,0.81
16319,mosaic,j,636,0.89
16320,contiguous,j,632,0.89 A
16321,attitudinal,j,715,0.79 A
16322,illuminated,j,613,0.92
16323,dissection,n,694,0.81 A
16324,boundless,j,599,0.94
16325,redesign,n,685,0.82 A
16326,tolerable,j,607,0.93
16327,amenable,j,628,0.90 A
16328,warp,v,621,0.91
16329,decompose,v,621,0.91
16330,sapling,n,641,0.88
16331,bushy,j,635,0.89 F
16332,broker,v,612,0.92
16333,milk,v,616,0.92
16334,creeping,j,615,0.92
16335,cheesy,j,622,0.91
16336,fleece,n,661,0.85 M
16337,labor-intensive,j,629,0.90 A
16338,triumphantly,r,631,0.89 F
16339,commemorative,j,623,0.90
16340,buzzing,j,650,0.87 F
16341,purist,n,619,0.91 N
16342,great-grandfather,n,617,0.91
16343,maxim,n,626,0.90 A
16344,uneducated,j,636,0.89
16345,wholeheartedly,r,593,0.95
16346,grimace,n,653,0.86 F
16347,triplet,n,636,0.89
16348,ire,n,609,0.92
16349,weakened,j,597,0.94
16350,genesis,n,621,0.91 A
16351,dogwood,n,636,0.89
16352,amorphous,j,611,0.92 A
16353,five-minute,j,609,0.92
16354,undisputed,j,607,0.93
16355,troublemaker,n,595,0.95
16356,quickness,n,635,0.89 N
16357,canine,j,617,0.91
16358,jigsaw,n,615,0.91
16359,well-trained,j,595,0.95
16360,horrified,j,639,0.88 F
16361,die-hard,j,616,0.91
16362,clearing,j,596,0.94
16363,co-director,n,619,0.91
16364,private-sector,j,629,0.89
16365,repulsive,j,606,0.93
16366,default,v,618,0.91
16367,invoice,n,638,0.88 M
16368,inflationary,j,642,0.88
16369,preponderance,n,638,0.88 A
16370,pantheon,n,630,0.89
16371,nine-year-old,j,615,0.91
16372,saber,n,617,0.91
16373,deceit,n,592,0.95
16374,Balkan,j,647,0.87
16375,issuing,j,602,0.93
16376,repatriation,n,674,0.83 A
16377,creaking,j,658,0.85 F
16378,ebb,v,601,0.93
16379,epitome,n,595,0.94
16380,woefully,r,597,0.94
16381,revulsion,n,612,0.92 F
16382,energy-efficient,j,648,0.87 M
16383,slime,n,631,0.89 F
16384,streetcar,n,621,0.90
16385,amiable,j,610,0.92
16386,toy,v,604,0.93
16387,Tamil,j,714,0.79 A
16388,wan,j,644,0.87 F
16389,adage,n,595,0.94
16390,mm,u,674,0.83 S
16391,snag,n,630,0.89 M
16392,shelve,v,608,0.92
16393,sampler,n,638,0.88
16394,psychoanalytic,j,757,0.74 A
16395,Protestantism,n,692,0.81 A
16396,top-notch,j,628,0.89 M
16397,hurtful,j,599,0.94
16398,packaged,j,620,0.90 M
16399,trapper,n,674,0.83 F
16400,sabbatical,n,625,0.90
16401,airfare,n,643,0.87 N
16402,law-abiding,j,616,0.91
16403,darling,j,645,0.87 F
16404,circumference,n,614,0.91
16405,paltry,j,604,0.93
16406,binary,n,682,0.82 A
16407,cross-sectional,j,715,0.78 A
16408,frond,n,618,0.91 F
16409,black,v,601,0.93
16410,mournful,j,637,0.88 F
16411,demonic,j,616,0.91
16412,lithium,n,648,0.86
16413,steeply,r,603,0.93
16414,housework,n,614,0.91
16415,organic,n,748,0.75 A
16416,sh,u,675,0.83 S
16417,pruning,n,655,0.85 M
16418,pretzel,n,616,0.91
16419,permanence,n,609,0.92
16420,swirling,j,624,0.90 F
16421,riveting,j,610,0.92
16422,poise,n,598,0.93
16423,gash,n,641,0.87 F
16424,annihilation,n,605,0.92 A
16425,premier,v,623,0.90 N
16426,berate,v,599,0.93
16427,testicle,n,633,0.88 M
16428,hatchery,n,726,0.77 A
16429,Israeli-Palestinian,j,642,0.87
16430,arbitrarily,r,617,0.90 A
16431,unending,j,594,0.94
16432,misread,v,587,0.95
16433,relapse,n,635,0.88 A
16434,aria,n,643,0.87
16435,baboon,n,654,0.85
16436,authoritarianism,n,673,0.83 A
16437,succinctly,r,614,0.91 A
16438,dismay,v,594,0.94
16439,bough,n,625,0.89 F
16440,reassemble,v,594,0.94
16441,alright,j,677,0.82 F
16442,giving,n,596,0.93
16443,hustle,n,630,0.88
16444,slosh,v,637,0.87 F
16445,springboard,n,615,0.91
16446,ref,n,631,0.88 A
16447,ideologue,n,605,0.92
16448,structurally,r,633,0.88 A
16449,self-consciousness,n,644,0.86 A
16450,unannounced,j,593,0.94
16451,choke,n,642,0.87 M
16452,puny,j,609,0.91 F
16453,encampment,n,618,0.90
16454,cable,v,609,0.91
16455,unchallenged,j,600,0.93
16456,recline,v,615,0.90 F
16457,zenith,n,603,0.92
16458,reheat,v,646,0.86 M
16459,unassuming,j,602,0.92
16460,faceless,j,593,0.94
16461,deconstruct,v,630,0.88 A
16462,drool,v,624,0.89 F
16463,motor,v,599,0.93
16464,handicap,v,619,0.90
16465,self-destructive,j,589,0.94
16466,treated,j,631,0.88 A
16467,projectile,n,618,0.90
16468,domesticated,j,613,0.91 A
16469,soundly,r,600,0.93 F
16470,insurmountable,j,592,0.94
16471,unbiased,j,613,0.91 A
16472,catheter,n,617,0.90
16473,seedy,j,605,0.92
16474,shambles,n,597,0.93
16475,outdo,v,585,0.95
16476,pulley,n,633,0.88 M
16477,panacea,n,602,0.92
16478,encapsulate,v,626,0.89 A
16479,finality,n,628,0.88
16480,acuity,n,725,0.76 A
16481,machete,n,607,0.91
16482,oral,n,647,0.86 A
16483,chariot,n,640,0.87
16484,sacrificial,j,635,0.87 A
16485,chewing,n,599,0.92
16486,fragility,n,594,0.93
16487,powered,j,608,0.91
16488,nightstand,n,646,0.86 F
16489,defector,n,641,0.86
16490,impressed,j,593,0.93
16491,payday,n,703,0.79 N
16492,orgy,n,594,0.93
16493,inconsequential,j,587,0.94
16494,brood,v,614,0.90 F
16495,wrongful,j,612,0.90
16496,disprove,v,592,0.93
16497,silt,n,608,0.91
16498,evaluator,n,694,0.8 A
16499,jumpsuit,n,621,0.89 F
16500,tumble,n,608,0.91 F
16501,well-dressed,j,613,0.90 F
16502,health-related,j,687,0.8 A
16503,secularism,n,668,0.83 A
16504,realignment,n,620,0.89
16505,ruefully,r,629,0.88 F
16506,feral,j,676,0.82 F
16507,genteel,j,595,0.93
16508,t-test,n,737,0.75 A
16509,syndicate,n,636,0.87
16510,chafe,v,597,0.92
16511,overseer,n,621,0.89
16512,sidekick,n,607,0.91
16513,assail,v,588,0.94
16514,starry,j,623,0.89 F
16515,reconstitute,v,596,0.93
16516,sterilization,n,675,0.82 A
16517,dill,n,634,0.87 M
16518,liquidity,n,632,0.87
