rank,speech,words
1908,n,struggle
1909,j,mean
1910,r,somewhat
1911,v,pour
1912,v,stir
1913,n,judgment
1914,v,clean
1915,c,except
1916,n,beer
1917,n,English
1918,n,reference
1919,n,tear
1920,n,doubt
1921,v,grant
1922,r,seriously
1923,v,account
1924,n,minister
1925,r,totally
1926,n,hero
1927,j,industrial
1928,n,cloud
1929,v,stretch
1930,n,winner
1931,n,volume
1932,n,travel
1933,n,seed
1934,j,surprised
1935,v,rest
1936,n,fashion
1937,n,pepper
1938,v,separate
1939,j,busy
1940,n,intervention
1941,n,copy
1942,n,tip
1943,i,below
1944,j,cheap
1945,v,aim
1946,v,cite
1947,n,welfare
1948,n,vegetable
1949,j,gray
1950,n,dish
1951,n,beach
1952,n,improvement
1953,r,everywhere
1954,n,opening
1955,j,overall
1956,v,divide
1957,j,initial
1958,j,terrible
1959,v,oppose
1960,j,contemporary
1961,n,route
1962,j,multiple
1963,j,essential
1964,v,question
1965,n,league
1966,j,criminal
1967,j,careful
1968,n,core
1969,j,upper
1970,v,rush
1971,r,necessarily
1972,r,specifically
1973,j,tired
1974,n,rise
1975,n,tie
1976,v,employ
1977,n,holiday
1978,v,dance
1979,j,vast
1980,n,resolution
1981,n,household
1982,d,fewer
1983,n,abortion
1984,r,apart
1985,n,witness
1986,v,match
1987,r,barely
1988,n,sector
1989,n,representative
1990,v,lack
1991,i,beneath
1992,i,beside
1993,n,black
1994,n,incident
1995,j,limited
1996,j,proud
1997,n,flow
1998,n,faculty
1999,j,increased
2000,n,waste
2001,r,merely
2002,n,mass
2003,v,emphasize
2004,n,experiment
2005,r,definitely
2006,n,bomb
2007,j,enormous
2008,n,tone
2009,j,liberal
2010,j,massive
2011,n,engineer
2012,n,wheel
2013,n,female
2014,v,decline
2015,v,invest
2016,n,promise
2017,n,cable
2018,i,towards
2019,v,expose
2020,j,rural
2021,n,AIDS
2022,n,Jew
2023,j,narrow
2024,n,cream
2025,n,secretary
2026,n,gate
2027,j,solid
2028,n,hill
2029,r,typically
2030,n,noise
2031,n,grass
2032,r,unfortunately
2033,n,hat
2034,n,legislation
2035,v,succeed
2036,d,either
2037,v,celebrate
2038,n,achievement
2039,n,fishing
2040,n,drink
2041,v,accuse
2042,v,hand
2043,j,useful
2044,v,land
2045,j,secret
2046,v,reject
2047,n,talent
2048,n,taste
2049,n,characteristic
2050,n,milk
2051,v,escape
2052,v,cast
2053,n,sentence
2054,j,unusual
2055,r,closely
2056,v,convince
2057,n,height
2058,n,physician
2059,v,assess
2060,n,sleep
2061,p,plenty
2062,n,ride
2063,r,virtually
2064,r,first
2065,i,addition
2066,j,sharp
2067,j,creative
2068,v,lower
2069,r,behind
2070,v,approve
2071,n,explanation
2072,j,outside
2073,j,gay
2074,n,campus
2075,j,proper
2076,j,live
2077,j,guilty
2078,j,living
2079,v,acquire
2080,v,compete
2081,j,technical
2082,i,plus
2083,v,mind
2084,n,potential
2085,n,immigrant
2086,j,weak
2087,j,illegal
2088,u,hi
2089,n,alternative
2090,n,interaction
2091,n,column
2092,n,personality
2093,n,signal
2094,n,curriculum
2095,v,list
2096,n,honor
2097,n,passenger
2098,n,assistance
2099,r,forever
2100,j,fun
2101,v,regard
2102,j,Israeli
2103,n,association
2104,m,twenty
2105,v,knock
2106,v,review
2107,v,wrap
2108,n,lab
2109,n,offer
2110,v,display
2111,n,criticism
2112,n,asset
2113,n,depression
2114,j,spiritual
2115,j,musical
2116,n,journalist
2117,n,prayer
2118,v,suspect
2119,n,scholar
2120,n,warning
2121,n,climate
2122,n,cheese
2123,n,observation
2124,n,childhood
2125,n,payment
2126,n,sir
2127,v,permit
2128,n,cigarette
2129,n,definition
2130,n,priority
2131,n,bread
2132,n,creation
2133,n,graduate
2134,n,request
2135,n,emotion
2136,v,scream
2137,j,dramatic
2138,n,universe
2139,n,gap
2140,j,excellent
2141,r,deeply
2142,n,prosecutor
2143,n,mark
2144,n,green
2145,j,lucky
2146,v,drag
2147,n,airline
2148,n,library
2149,n,agenda
2150,v,recover
2151,n,factory
2152,n,selection
2153,r,primarily
2154,n,roof
2155,j,unable
2156,n,expense
2157,n,initiative
2158,n,diet
2159,v,arrest
2160,n,funding
2161,n,therapy
2162,v,wash
2163,n,schedule
2164,j,sad
2165,j,brief
2166,n,housing
2167,n,post
2168,v,purchase
2169,j,existing
2170,n,dark
2171,n,steel
2172,i,regarding
2173,v,shout
2174,j,remaining
2175,j,visual
2176,r,fairly
2177,n,chip
2178,j,violent
2179,j,silent
2180,v,suppose
2181,n,self
2182,n,bike
2183,n,tea
2184,v,perceive
2185,n,comparison
2186,n,settlement
2187,n,layer
2188,n,planning
2189,c,far
2190,n,description
2191,j,later
2192,v,slow
2193,v,slide
2194,r,widely
2195,n,wedding
2196,v,inform
2197,n,portion
2198,n,territory
2199,j,immediate
2200,n,opponent
2201,v,abandon
2202,n,link
2203,j,mass
2204,n,lake
2205,v,transform
2206,n,tension
2207,n,display
2208,j,leading
2209,v,bother
2210,v,consist
2211,n,alcohol
2212,v,enable
2213,v,bend
2214,n,saving
2215,n,gain
2216,n,desert
2217,v,shall
2218,n,error
2219,n,release
2220,n,cop
2221,j,Arab
2222,j,double
2223,n,walk
2224,n,sand
2225,j,Spanish
2226,v,rule
2227,n,hit
2228,n,print
2229,v,preserve
2230,n,passage
2231,j,formal
2232,n,transition
2233,n,existence
2234,n,album
2235,n,participation
2236,v,arrange
2237,n,atmosphere
2238,j,joint
2239,v,reply
2240,n,cycle
2241,j,opposite
2242,v,lock
2243,n,whole
2244,v,deserve
2245,j,consistent
2246,n,resistance
2247,n,discovery
2248,v,tear
2249,n,exposure
2250,v,pose
2251,n,stream
2252,n,sale
2253,n,trust
2254,v,benefit
2255,n,pot
2256,j,grand
2257,p,mine
2258,u,hello
2259,n,coalition
2260,n,tale
2261,n,knife
2262,v,resolve
2263,j,racial
2264,n,phase
2265,n,present
2266,n,joke
2267,n,coat
2268,j,Mexican
2269,n,symptom
2270,v,contact
2271,n,manufacturer
2272,n,philosophy
2273,n,potato
2274,v,interview
2275,n,foundation
2276,v,quote
2277,j,online
2278,n,pass
2279,n,negotiation
2280,n,good
2281,v,urge
2282,n,occasion
2283,n,dust
2284,v,breathe
2285,v,elect
2286,n,investigator
2287,n,jacket
2288,j,glad
2289,j,ordinary
2290,n,reduction
2291,r,rarely
2292,n,shift
2293,v,pack
2294,n,suicide
2295,j,numerous
2296,n,touch
2297,n,substance
2298,n,discipline
2299,r,elsewhere
2300,n,iron
2301,j,practical
2302,r,moreover
2303,n,passion
2304,n,volunteer
2305,v,implement
2306,r,essentially
2307,n,gene
2308,n,enforcement
2309,i,vs
2310,n,sauce
2311,n,independence
2312,n,marketing
2313,n,priest
2314,j,amazing
2315,j,intense
2316,n,advance
2317,n,employer
2318,n,shock
2319,v,inspire
2320,v,adjust
2321,v,retire
2322,r,sure
2323,j,visible
2324,v,kiss
2325,n,illness
2326,n,cap
2327,n,habit
2328,j,competitive
2329,n,juice
2330,j,congressional
2331,n,involvement
2332,v,dominate
2333,r,previously
2334,r,whenever
2335,v,transfer
2336,v,analyze
2337,p,another
2338,v,attach
2339,c,for
2340,n,Indian
2341,n,disaster
2342,n,parking
2343,n,prospect
2344,n,boss
2345,n,complaint
2346,n,championship
2347,v,coach
2348,v,exercise
2349,j,fundamental
2350,j,severe
2351,v,enhance
2352,n,mystery
2353,v,impose
2354,n,poverty
2355,i,other
2356,n,entry
2357,j,fat
2358,n,spending
2359,n,king
2360,v,evaluate
2361,n,symbol
2362,j,still
2363,v,trade
2364,n,maker
2365,n,mood
2366,v,accomplish
2367,n,emphasis
2368,v,illustrate
2369,n,boot
2370,v,monitor
2371,j,Asian
2372,n,entertainment
2373,n,bean
2374,n,evaluation
2375,n,creature
2376,n,commander
2377,j,digital
2378,n,arrangement
2379,v,concentrate
2380,n,total
2381,j,usual
2382,n,anger
2383,j,psychological
2384,r,heavily
2385,n,peak
2386,r,approximately
2387,j,increasing
2388,n,disorder
2389,n,missile
2390,r,equally
2391,v,vary
2392,n,wire
2393,n,round
2394,n,distribution
2395,n,transportation
2396,j,holy
2397,v,ring
2398,n,twin
2399,n,command
2400,n,commission
2401,n,interpretation
2402,n,breakfast
2403,n,stop
2404,r,strongly
2405,n,engineering
2406,n,luck
2407,j,so-called
2408,j,constant
2409,v,race
2410,n,clinic
2411,n,veteran
2412,v,smell
2413,n,tablespoon
2414,j,capable
2415,j,nervous
2416,n,tourist
2417,v,light
2418,v,toss
2419,j,crucial
2420,v,bury
2421,v,pray
2422,n,tomato
2423,n,exception
2424,n,butter
2425,n,deficit
2426,n,bathroom
2427,n,objective
2428,v,block
2429,j,electronic
2430,n,ally
2431,n,journey
2432,n,reputation
2433,n,mixture
2434,r,surely
2435,n,tower
2436,n,smoke
2437,v,confront
2438,j,pure
2439,v,glance
2440,n,dimension
2441,n,toy
2442,n,prisoner
2443,j,fellow
2444,j,smooth
2445,j,nearby
2446,n,peer
2447,n,designer
2448,n,personnel
2449,v,shape
2450,n,educator
2451,n,relative
2452,n,immigration
2453,n,belt
2454,n,teaspoon
2455,n,birthday
2456,n,implication
2457,r,perfectly
2458,n,coast
2459,n,supporter
2460,v,accompany
2461,n,silver
2462,n,teenager
2463,n,recognition
2464,n,retirement
2465,n,flag
2466,n,recovery
2467,v,whisper
2468,n,watch
2469,n,gentleman
2470,n,corn
2471,n,moon
2472,j,inner
2473,j,junior
2474,c,rather
2475,n,throat
2476,n,salary
2477,v,swing
2478,n,observer
2479,j,due
2480,j,straight
2481,n,publication
2482,j,pretty
2483,n,crop
2484,v,dig
2485,n,strike
2486,j,permanent
2487,v,plant
2488,n,phenomenon
2489,n,anxiety
2490,i,unlike
2491,j,wet
2492,r,literally
2493,v,resist
2494,n,convention
2495,v,embrace
2496,v,supply
2497,v,assist
2498,n,exhibition
2499,v,construct
2500,n,viewer
2501,n,pan
2502,n,consultant
2503,c,soon
2504,v,line
2505,n,administrator
2506,v,date
2507,r,occasionally
2508,n,mayor
2509,n,consideration
2510,n,CEO
2511,v,secure
2512,j,pink
2513,v,smoke
2514,n,estimate
2515,n,buck
2516,j,historic
2517,n,poem
2518,n,grandmother
2519,v,bind
2520,m,fifth
2521,r,constantly
2522,n,enterprise
2523,v,favor
2524,n,testing
2525,n,stomach
2526,j,apparent
2527,v,weigh
2528,v,install
2529,j,sensitive
2530,n,suggestion
2531,n,mail
2532,n,recipe
2533,j,reasonable
2534,n,preparation
2535,j,wooden
2536,j,elementary
2537,n,concert
2538,j,aggressive
2539,j,false
2540,n,intention
2541,n,channel
2542,j,extreme
2543,n,tube
2544,n,drawing
2545,n,protein
2546,v,quit
2547,n,absence
2548,n,roll
2549,j,Latin
2550,r,rapidly
2551,n,jail
2552,v,comment
2553,n,diversity
2554,j,honest
2555,j,Palestinian
2556,n,pace
2557,n,employment
2558,n,speaker
2559,n,impression
2560,n,essay
2561,n,respondent
2562,j,giant
2563,n,cake
2564,n,historian
2565,v,negotiate
2566,v,restore
2567,j,substantial
2568,v,pop
2569,r,particular
2570,n,specialist
2571,n,origin
2572,n,approval
2573,n,mine
2574,r,quietly
2575,v,advise
2576,j,conventional
2577,n,drop
2578,n,count
2579,n,depth
2580,n,wealth
2581,n,disability
2582,n,shell
2583,r,general
2584,v,criticize
2585,j,fast
2586,n,professional
2587,r,effectively
2588,j,biological
2589,n,pack
2590,n,onion
2591,n,deputy
2592,j,flat
2593,n,brand
2594,v,assure
2595,j,mad
2596,n,award
2597,n,criteria
2598,n,dealer
2599,i,via
2600,j,alternative
2601,n,utility
2602,r,precisely
2603,v,arise
2604,j,armed
2605,r,nevertheless
2606,n,highway
2607,j,clinical
2608,n,routine
2609,v,schedule
2610,n,wage
2611,r,normally
2612,n,phrase
2613,n,ingredient
2614,n,stake
2615,j,Muslim
2616,v,dream
2617,n,fiber
2618,n,activist
2619,j,Islamic
2620,v,snap
2621,n,terrorism
2622,n,refugee
2623,v,incorporate
2624,n,hip
2625,j,ultimate
2626,v,switch
2627,n,corporation
2628,j,valuable
2629,n,assumption
2630,n,gear
2631,v,graduate
2632,n,barrier
2633,j,minor
2634,n,provision
2635,n,killer
2636,v,assign
2637,n,gang
2638,j,developing
2639,j,classic
2640,n,chemical
2641,v,wave
2642,n,label
2643,n,teen
2644,n,index
2645,n,vacation
2646,n,advocate
2647,n,draft
2648,j,extraordinary
2649,n,heaven
2650,j,rough
2651,v,yell
2652,j,pregnant
2653,j,distant
2654,n,drama
2655,n,satellite
2656,r,personally
2657,n,wonder
2658,n,clock
2659,n,chocolate
2660,j,Italian
2661,j,Canadian
2662,n,ceiling
2663,v,sweep
2664,n,advertising
2665,j,universal
2666,v,spin
2667,v,house
2668,n,button
2669,n,bell
2670,n,rank
2671,n,darkness
2672,i,ahead
2673,n,clothing
2674,j,super
2675,v,yield
2676,n,fence
2677,n,portrait
2678,n,paint
2679,n,survival
2680,r,roughly
2681,n,lawsuit
2682,j,bottom
2683,n,testimony
2684,n,bunch
2685,n,beat
2686,v,wind
2687,v,found
2688,n,burden
2689,v,react
2690,n,chamber
2691,n,furniture
2692,n,cooperation
2693,n,string
2694,n,ceremony
2695,v,communicate
2696,v,taste
2697,n,cheek
2698,j,lost
2699,n,profile
2700,n,mechanism
2701,v,disagree
2702,r,like
2703,n,penalty
2704,n,match
2705,r,ie
2706,v,advance
2707,n,resort
2708,n,destruction
2709,n,bear
2710,j,unlikely
2711,n,tissue
2712,j,constitutional
2713,n,pant
2714,n,stranger
2715,n,infection
2716,n,cabinet
2717,j,broken
2718,n,apple
2719,j,electric
2720,v,proceed
2721,v,track
2722,v,bet
2723,j,literary
2724,n,virus
2725,j,stupid
2726,n,dispute
2727,n,fortune
2728,j,strategic
2729,n,assistant
2730,v,overcome
2731,j,remarkable
2732,v,occupy
2733,n,statistics
2734,n,shopping
2735,n,cousin
2736,v,encounter
2737,v,wipe
2738,r,initially
2739,j,blind
2740,n,white
2741,n,port
2742,v,honor
2743,n,electricity
2744,j,genetic
2745,n,adviser
2746,n,pay
2747,n,spokesman
2748,v,retain
2749,d,latter
2750,n,incentive
2751,n,slave
2752,j,chemical
2753,v,translate
2754,j,accurate
2755,c,whereas
2756,n,terror
2757,r,though
2758,n,expansion
2759,n,elite
2760,j,Olympic
2761,n,dirt
2762,j,odd
2763,n,rice
2764,n,bullet
2765,j,tight
2766,n,Bible
2767,n,chart
2768,j,solar
2769,n,decline
2770,n,conservative
2771,v,process
2772,j,square
2773,n,stick
2774,n,concentration
2775,j,complicated
2776,r,gently
2777,n,champion
2778,n,scenario
2779,n,telescope
2780,n,reflection
2781,n,revolution
2782,n,strip
2783,v,interpret
2784,j,friendly
2785,n,tournament
2786,n,fiction
2787,v,detect
2788,v,balance
2789,r,likely
2790,j,tremendous
2791,n,lifetime
2792,n,recommendation
2793,v,flow
2794,n,senator
2795,v,market
2796,n,hunting
2797,n,salad
2798,v,guarantee
2799,j,innocent
2800,n,boundary
2801,v,pause
2802,j,remote
2803,n,satisfaction
2804,n,journal
2805,n,bench
2806,n,lover
2807,j,raw
2808,n,awareness
2809,j,surprising
2810,v,withdraw
2811,n,general
2812,n,deck
2813,r,similarly
2814,r,newly
2815,n,pole
2816,v,testify
2817,n,mode
2818,n,dialogue
2819,v,imply
2820,r,naturally
2821,j,mutual
2822,n,founder
2823,i,top
2824,j,advanced
2825,n,pride
2826,v,dismiss
2827,n,aircraft
2828,n,delivery
2829,r,mainly
2830,v,bake
2831,v,freeze
2832,n,platform
2833,n,finance
2834,v,sink
2835,j,attractive
2836,v,respect
2837,j,diverse
2838,j,relevant
2839,j,ideal
2840,n,joy
2841,n,worth
2842,r,regularly
2843,j,working
2844,n,singer
2845,v,evolve
2846,n,shooting
2847,r,partly
2848,j,unknown
2849,j,assistant
2850,n,offense
2851,n,counter
2852,n,DNA
2853,n,smell
2854,r,potentially
2855,n,transfer
2856,m,thirty
2857,v,justify
2858,n,protest
2859,n,crash
2860,n,craft
2861,n,treaty
2862,n,terrorist
2863,n,insight
2864,v,possess
2865,r,politically
2866,v,tap
2867,n,lie
2868,j,extensive
2869,n,episode
2870,v,double
2871,v,swim
2872,v,tire
2873,n,fault
2874,j,loose
2875,v,free
2876,r,shortly
2877,r,originally
2878,j,considerable
2879,i,prior
2880,j,intellectual
2881,n,mix
2882,n,assault
2883,v,relax
2884,n,stair
2885,n,adventure
2886,j,external
2887,n,proof
2888,j,confident
2889,n,headquarters
2890,j,sudden
2891,j,dirty
2892,n,violation
2893,n,tongue
2894,n,license
2895,n,hold
2896,n,shelter
2897,v,rub
2898,n,controversy
2899,n,entrance
2900,n,favorite
2901,v,practice
2902,r,properly
2903,v,fade
2904,j,defensive
2905,n,tragedy
2906,n,net
2907,v,characterize
2908,n,funeral
2909,n,profession
2910,v,alter
2911,v,spot
2912,v,constitute
2913,n,establishment
2914,v,squeeze
2915,n,imagination
2916,v,target
2917,n,mask
2918,v,convert
2919,j,comprehensive
2920,j,prominent
2921,n,presentation
2922,r,regardless
2923,r,easy
2924,v,load
2925,j,stable
2926,n,introduction
2927,v,appeal
2928,v,pretend
2929,c,not
2930,j,elderly
2931,n,representation
2932,n,deer
2933,v,split
2934,v,violate
2935,n,partnership
2936,n,pollution
2937,n,emission
2938,j,steady
2939,j,vital
2940,d,neither
2941,n,fate
2942,n,earnings
2943,n,oven
2944,n,distinction
2945,n,segment
2946,r,nowhere
2947,n,poet
2948,j,mere
2949,j,exciting
2950,n,variation
2951,n,comfort
2952,j,radical
2953,v,stress
2954,v,adapt
2955,j,Irish
2956,n,honey
2957,n,correspondent
2958,j,pale
2959,n,musician
2960,n,significance
2961,n,load
2962,j,round
2963,n,vessel
2964,n,storage
2965,v,flee
2966,u,mm-hmm
2967,n,leather
2968,v,distribute
2969,n,evolution
2970,j,ill
2971,n,tribe
2972,n,shelf
2973,n,can
2974,n,grandfather
2975,n,lawn
2976,n,buyer
2977,n,dining
2978,n,wisdom
2979,n,council
2980,j,vulnerable
2981,n,instance
2982,n,garlic
2983,n,capability
2984,n,poetry
2985,n,celebrity
2986,r,gradually
2987,n,stability
2988,v,doubt
2989,n,fantasy
2990,j,scared
2991,v,guide
2992,n,plot
2993,n,framework
2994,n,gesture
2995,i,depending
2996,j,ongoing
2997,n,psychology
2998,r,since
2999,n,counselor
3000,v,witness
3001,n,chapter
3002,n,fellow
3003,n,divorce
3004,v,owe
3005,n,pipe
3006,j,athletic
3007,j,slight
3008,n,math
3009,n,shade
3010,n,tail
3011,v,sustain
3012,v,mount
3013,n,obligation
3014,n,angle
3015,n,palm
3016,v,differ
3017,n,custom
3018,v,store
3019,n,economist
3020,m,fifteen
3021,n,soup
3022,n,celebration
3023,j,efficient
3024,v,damage
3025,n,composition
3026,v,satisfy
3027,n,pile
3028,r,briefly
3029,n,carbon
3030,j,closer
3031,v,consume
3032,n,scheme
3033,n,crack
3034,n,frequency
3035,n,tobacco
3036,n,survivor
3037,r,besides
3038,c,in
3039,n,psychologist
3040,j,wealthy
3041,n,galaxy
3042,j,given
3043,v,fund
3044,n,ski
3045,n,limitation
3046,j,OK
3047,v,trace
3048,n,appointment
3049,n,preference
3050,n,meter
3051,n,explosion
3052,n,arrest
3053,r,publicly
3054,j,incredible
3055,n,fighter
3056,j,rapid
3057,n,admission
3058,n,hunter
3059,v,educate
3060,j,painful
3061,n,friendship
3062,n,aide
3063,n,infant
3064,v,calculate
3065,m,fifty
3066,v,rid
3067,n,porch
3068,n,tendency
3069,n,uniform
3070,n,formation
3071,n,scholarship
3072,n,reservation
3073,n,efficiency
3074,v,waste
3075,v,qualify
3076,n,mall
3077,v,derive
3078,n,scandal
3079,n,PC
3080,j,helpful
3081,v,impress
3082,n,heel
3083,v,resemble
3084,n,privacy
3085,n,fabric
3086,v,surprise
3087,n,contest
3088,n,proportion
3089,n,guideline
3090,n,rifle
3091,n,maintenance
3092,n,conviction
3093,n,trick
3094,j,organic
3095,n,tent
3096,n,examination
3097,n,publisher
3098,v,strengthen
3099,n,French
3100,j,proposed
3101,n,myth
3102,j,sophisticated
3103,n,cow
3104,r,etc
3105,n,standing
3106,j,asleep
3107,n,tennis
3108,n,nerve
3109,n,barrel
3110,n,bombing
3111,n,membership
3112,n,ratio
3113,n,menu
3114,n,purchase
3115,j,controversial
3116,j,desperate
3117,v,rate
3118,n,lifestyle
3119,n,humor
3120,j,loud
3121,n,glove
3122,n,suspect
3123,j,sufficient
3124,n,narrative
3125,n,photographer
3126,n,helicopter
3127,n,Catholic
3128,j,modest
3129,n,provider
3130,n,delay
3131,j,agricultural
3132,v,explode
3133,n,stroke
3134,n,scope
3135,n,punishment
3136,n,handful
3137,r,badly
3138,n,horizon
3139,j,curious
3140,j,downtown
3141,n,girlfriend
3142,v,prompt
3143,v,request
3144,n,cholesterol
3145,v,absorb
3146,n,adjustment
3147,n,taxpayer
3148,j,eager
3149,n,principal
3150,j,detailed
3151,n,motivation
3152,n,assignment
3153,n,restriction
3154,r,across
3155,n,Palestinian
3156,n,laboratory
3157,n,workshop
3158,r,differently
3159,n,auto
3160,j,romantic
3161,n,cotton
3162,n,motor
3163,v,sue
3164,n,flavor
3165,v,overlook
3166,v,float
3167,v,undergo
3168,n,sequence
3169,n,demonstration
3170,n,jet
3171,j,orange
3172,n,consumption
3173,v,assert
3174,n,blade
3175,j,temporary
3176,n,medication
3177,v,print
3178,n,cabin
3179,v,bite
3180,j,relative
3181,n,edition
3182,n,valley
3183,p,yours
3184,n,pitch
3185,n,pine
3186,j,brilliant
3187,i,versus
3188,n,manufacturing
3189,v,risk
3190,n,Christian
3191,n,complex
3192,j,absolute
3193,n,chef
3194,n,discrimination
3195,j,offensive
3196,n,German
3197,v,suit
3198,n,boom
3199,v,register
3200,v,appoint
3201,n,heritage
3202,n,God
3203,j,terrorist
3204,j,dominant
3205,r,successfully
3206,n,shit
3207,n,lemon
3208,j,hungry
3209,v,sense
3210,v,dry
3211,v,wander
3212,v,submit
3213,n,economics
3214,j,naked
3215,v,anticipate
3216,n,nut
3217,n,legacy
3218,n,extension
3219,v,shrug
3220,n,fly
3221,n,battery
3222,n,arrival
3223,j,legitimate
3224,n,orientation
3225,n,inflation
3226,v,cope
3227,n,flame
3228,n,cluster
3229,v,host
3230,n,wound
3231,j,dependent
3232,n,shower
3233,j,institutional
3234,v,depict
3235,n,operating
3236,n,flesh
3237,n,garage
3238,n,operator
3239,n,instructor
3240,v,collapse
3241,v,borrow
3242,r,furthermore
3243,n,comedy
3244,n,mortgage
